MAX(SubmissionYear),FacilityID,FacilityNumber,FRSID,Latitude,Longitude,LLOverridden,GridCode,X,Y,LatLongSource,LLYear,LLNotes,RadialDistance,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,DUNS,ParentDUNS,ParentName,StandardizedParentCompany,Region,FederalFacilityFlag,FederalAgencyName,PublicContactName,PublicContactPhone,PublicContactPhoneExtension,PublicContactEmail,StackHeight,StackVelocity,StackDiameter,StackTemperature,StackHeightSource,StackVelocitySource,StackDiameterSource,StackTemperatureSource,StackHeightNEIYear,StackVelocityNEIYear,StackDiameterNEIYear,StackTemperatureNEIYear,ChromHexPercent,ChromSource,NewIndustryFlag,ModeledNAICS,NAICSCode3Digit,NAICSCode4Digit,NAICSCode5Digit,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,SIC1,FinalReach,FinalCOMID,ReachSource,DistanceToReach,HEM3ID,DistanceToHEM3,LLConfirmed,WaterReleases,ModeledReleases,ModChromReleases,DistanceToTribalLand,TribalLandName,FullNameTribalLand
2018,7804WLRDBR381SU,50250,110061431053,27.461673,-99.476388,1,14,-426,611,Manual,2019,Moved to centroid,NULL,LAREDO BORDER PATROL SECTOR HQ TX11589,4999 US HIGHWAY 59,LAREDO,WEBB,TX,78041,78041,48479,48,879824324,NA,US DEPARTMENT OF HOMELAND SECURITY,US DEPARTMENT OF HOMELAND SECURITY,6,F,NULL,JOSEPH ZIDRON,9496436392,NULL,JOSEPH.ZIDRON@CBP.DHS.GOV,9.1,7.1,0.5,462.3,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,922120,922,9221,92212,922120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,607769,NULL,865.5558189,12947,113611.9059,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7804WPRLMS122AU,50251,110043694730,27.61151,-99.51431,0,14,-430,632,FRS,2019,NULL,NULL,PROLAMSA INC,12002 AUBURN ROAD,LAREDO,WEBB,TX,78045,78045,48479,48,5542838,NULL,NA,NA,6,C,NULL,GERARDO GARCIA,9567182360,NULL,GERARDO.GARCIA@PROLAMSA.COM,11,9.2,0.6,355.4,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,331210,331,3312,33121,331210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,606833,NULL,66.30188494,12947,98457.65261,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,7804WTHMSP13497,50252,110005166122,27.68371,-99.45682,0,14,-423,641,FRS,2019,NULL,NULL,THOMAS PETROLEUM LLC LAREDO,13497 PORT DRIVE,LAREDO,WEBB,TX,78041,78041,48479,48,39846068,79811123,MAXUM ENTERPRISES LLC,MAXUM ENTERPRISES LLC,6,C,NULL,RICK CALLEY,8178778619,NULL,RICK.CALLEY@PILOTTHOMAS.COM,10.1,0.1,0.3,294.3,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,1,424710,424,4247,42471,424710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,606721,NULL,423.8390948,12947,89177.0867,NULL,NULL,1,NULL,NULL,NULL,NULL
1995,78059NTNLF601FL,50253,110002134404,29.187422,-98.866721,0,14,-344,844,FRS,2019,NULL,NULL,NATIONAL FOAM CUSHION MANUFACTURING INC,601 FLORES AT HWY 132 S,NATALIA,MEDINA,TX,78059,78059,48325,48,361165285,NA,NA,NULL,6,C,NULL,PAUL GUSTOWSKI,2106633654,NULL,NULL,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,4DigitNAICS,NULL,326140,326,3261,32614,326140,NULL,NULL,NULL,NULL,NULL,3086,NULL,10668597,NULL,174.9982681,12962,34280.85261,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78064RGNSP972ND,50254,110012491151,28.966991,-98.478904,0,14,-299,812,FRS,2019,NULL,NULL,ERGON ASPHALT & EMULSIONS INC - PLEASANTON,907 2ND ST,PLEASANTON,ATASCOSA,TX,78064,78064,48013,48,122695240,87023743,ERGON INC.,ERGON INC,6,C,NULL,KATHY POTTS,6019333000,NULL,KATHY.POTTS@ERGON.COM,10.7,11.6,1,397,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.430000007,6DigitNAICS,NULL,324121,324,3241,32412,324121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10827668,NULL,210.9725148,12970,41150.1922,NULL,1,1,NULL,NULL,NULL,NULL
2015,7806WCHMPL2995C,50255,110046279406,28.914776,-98.492199,1,14,-300,805,Manual,2019,NULL,NULL,SOLVAY USA INC (PLEASANTON),2995 COUNTY ROAD 430,PLEASANTON,ATASCOSA,TX,78064,78064,48013,48,NA,370009086,SOLVAY USA INC,SOLVAY USA INC,6,C,NULL,BOB LONG,8037692960,NULL,BOB.LONG@SOLVAY.COM,7.7,2,0.6,322,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,1,424690,424,4246,42469,424690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10827832,NULL,1105.054053,12970,46994.1979,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7806WCSTLC1819F,50256,110055499606,28.879051,-99.117222,0,14,-376,803,FRS,2019,NULL,NULL,COASTAL CHEMICAL CO LLC,1819 FM 1581,PEARSALL,FRIO,TX,78061,78061,48163,48,183288778,NA,BRENNTAG N.A. INC,BRENNTAG NORTH AMERICA INC,6,C,NULL,JOHN CANNON,9039865108,NULL,JCANNON@BRENNTAG.COM,6.7,27.2,0.3,663.7,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,213112,213,2131,21311,213112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10648619,NULL,768.0317347,12947,47880.38676,NULL,NULL,1,NULL,NULL,NULL,NULL
2017,7806WFRCCH178PL,50257,110067076504,28.96507,-98.47715,0,14,-298,812,FRS,2019,NULL,NULL,FRAC-CHEM - PLEASANTON,178 PLEASANTON PARK LN,PLEASANTON,ATASCOSA,TX,78064,78064,48013,48,79110780,6944334,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,6,C,NULL,JOEL HEBERT,3372809281,NULL,JOEL.HEBERT@FRACCHEM.COM,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10827668,NULL,403.6819297,12970,41360.95023,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7806WNDPND472EA,50258,110067127610,29.101972,-98.433955,0,14,-293,831,FRS,2019,NULL,NULL,INDEPENDENCE OILFIELD CHEMICALS LLC,472 EAGLEFORD DR.,PLEASANTON,ATASCOSA,TX,78064,78064,48013,48,15836974,NA,INNOSPEC INC,INNOSPEC INC,6,C,NULL,ALLEN ROBEY,3368823308,NULL,ALLEN.ROBEY@INNOSPECINC.COM,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10826522,NULL,544.4038248,12970,26379.97877,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78071DMNDS301LE,50259,110000464462,28.456667,-98.190277,0,14,-265,742,FRS,2019,NULL,NULL,VALERO THREE RIVERS REFINERY,301 LEROY ST,THREE RIVERS,LIVE OAK,TX,78071,78071,48297,48,948931837,82686916,VALERO ENERGY CORP,VALERO ENERGY CORP,6,C,NULL,ELAINE LOPEZ,3617868053,NULL,ELAINE.LOPEZ@VALERO.COM,26.4,4,0.9,422,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.200000003,6DigitNAICS,NULL,324110,324,3241,32411,324110,NULL,NULL,NULL,NULL,NULL,2911,1.21101E+13,10664258,Outfall,202.5349479,12932,81173.95654,NULL,1,1,NULL,NULL,NULL,NULL
2018,78071FDRLCUSHWY,50260,110035205220,28.477646,-98.166147,0,14,-262,745,FRS,2019,NULL,NULL,FCI THREE RIVERS,1700 HWY 72,THREE RIVERS,LIVE OAK,TX,78071,78071,48297,48,613780097,NULL,NA,NULL,6,F,DOJ,NICHOLAS BARCOMB,3617863576,1347,NBARCOMB@BOP.GOV,9.1,7.1,0.5,462.3,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,922140,922,9221,92214,922140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3168750,NULL,1435.55887,12932,83040.22556,NULL,NULL,1,NULL,NULL,NULL,NULL
1993,78072TRNSJHIGHW,50261,110006645782,28.410824,-98.525588,0,14,-306,737,FRS,2019,NULL,NULL,TRANS-JEFF CHEMICAL CO.,HWY. 16,TILDEN,MC MULLEN,TX,78072,78072,48311,48,55111959,7933021,TRANSCONTINENTAL GAS PIPE LINE CORP,NULL,6,C,NULL,KATHERINE PUTMAN,7135392455,NULL,NULL,16.6,9.1,0.7,360.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325188,325,3251,32518,325188,NULL,NULL,NULL,NULL,NULL,2819,NULL,10664314,NULL,802.5533286,12947,68102.16052,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7807WMLTCH263HW,50262,110054870289,28.468284,-98.232171,0,14,-271,744,FRS,2019,NULL,NULL,MULTI-CHEM GROUP THREE RIVERS TX FACILITY,2630 HWY 72,THREE RIVERS,LIVE OAK,TX,78071,78071,48297,48,964798508,43296920,HALLIBURTON ENERGY SERVICES INC,HALLIBURTON ENERGY SERVICES INC,6,C,NULL,ANDREA BOURQUE,3375174100,NULL,ANDREA.BOURQUE@HALLIBURTON.COM,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10664160,NULL,2135.931347,12932,83336.28613,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7807WNVRSN1625F,50263,110060259964,29.315321,-98.620316,0,14,-314,860,FRS,2019,NULL,NULL,UNIVAR USA INC-VON ORMY,10625 FISCHER RD,VON ORMY,BEXAR,TX,78073,78073,48029,48,NA,102971785,UNIVAR USA INC,UNIVAR USA INC,6,C,NULL,GAIL BACKUS,2143994272,NULL,GAIL.BACKUS@UNIVARSOLUTIONS.COM,7.7,2,0.6,322,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,1,424690,424,4246,42469,424690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10835988,NULL,865.957317,12970,14674.72566,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7807WVLRNR31WLE,50264,110070069246,28.45919,-98.18524,0,14,-265,742,FRS,2019,NULL,NULL,VALERO ENERGY PARTNERS THREE RIVERS,301 W LE ROY ST,THREE RIVERS,LIVE OAK,TX,78071,78071,48297,48,948931837,82686916,VALERO ENERGY PARTNERS LP,VALERO ENERGY CORP,6,C,NULL,ELAINE LOPEZ,3617868053,NULL,ELAINE.LOPEZ@VALERO.COM,10.7,11.6,1,397,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.200000003,6DigitNAICS,NULL,324110,324,3241,32411,324110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10664258,NULL,578.376366,12932,81353.26283,NULL,NULL,1,NULL,NULL,NULL,NULL
1999,78102WSTQP100EI,50265,110000464471,28.423966,-97.734039,0,14,-210,736,FRS,2019,NULL,NULL,WASTEQUIP (DBA MAYFAB),100 E INDUSTRIAL BLVD,BEEVILLE,BEE,TX,78102,78102,48025,48,608567756,608567756,WASTEQUIP INC,NULL,6,C,NULL,PEDRO PENA JR.,3613587022,NULL,NULL,9.7,8.6,0.6,308.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,332999,332,3329,33299,332999,NULL,NULL,NULL,NULL,NULL,3499,NULL,5298455,NULL,431.9899931,12924,76200.87078,NULL,NULL,1,NULL,NULL,NULL,NULL
2011,78108NRTHM16GUA,50266,110034486241,29.56499,-98.23879,0,14,-268,893,FRS,2019,NULL,NULL,NORTH AMERICAN BULLET PROOF,106 GUADALUPE DR,CIBOLO,GUADALUPE,TX,78108,78108,48187,48,858914104,NA,NA,NULL,6,C,NULL,STEPHEN W. RUX,2102250982,NULL,STEVERUX@NABULLETPROOF.COM,9.1,8.5,0.6,313.7,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,339999,339,3399,33999,339999,332999,,,,,3211,NULL,7850687,NULL,944.0842375,12921,22359.97474,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2001,78112BRLMT14910,50268,110008060855,29.27321,-98.37873,0,14,-286,854,FRS,2019,NULL,NULL,BORAL MATERIAL TECHNOLOGIES INC BRAUNIG ADMIXTURES,14910 STREICH RD,ELMENDORF,BEXAR,TX,78112,78112,48029,48,51283018,26389254,BORAL INDUSTRIES INC,NULL,6,C,NULL,MARY ANN KEON,7706454529,NULL,NULL,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,2899,NULL,10840530,NULL,658.4030598,12970,11417.51472,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,78112CLRWT4420S,50269,110015663959,29.21423,-98.40651,0,14,-289,846,FRS,2019,NULL,NULL,LUBRIZOL CORP,4420 S FLORES RD,ELMENDORF,BEXAR,TX,78112,78112,48029,48,NA,1024314,BERKSHIRE HATHAWAY INC,BERKSHIRE HATHAWAY INC,6,C,NULL,GABRIEL AGUILAR,2106260805,NULL,GABRIEL.AGUILAR@LUBRIZOL.COM,9.4,5.4,0.6,356.5,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,2869,NULL,10840558,NULL,1216.3961,12970,15016.17803,NULL,1,1,NULL,NULL,NULL,NULL
2018,78112DLTDS8246S,50270,110062139074,29.251564,-98.326115,0,14,-279,851,FRS,2019,NULL,NULL,BRENNTAG SOUTHWEST INC ELME NDORF,8246 S LOOP 1604 E,ELMENDORF,BEXAR,TX,78112,78112,48029,48,91878470,145865148,BRENNTAG N.A. INC,BRENNTAG NORTH AMERICA INC,6,C,NULL,DANIEL HARRIS,9722183504,NULL,DHARRIS@BRENNTAG.COM,7.7,2,0.6,322,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.340000004,Default,1,424690,424,4246,42469,424690,NULL,NULL,NULL,NULL,NULL,5169,NULL,10840564,NULL,1572.236567,12970,16960.50681,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78112GLDNL14555,50271,110000464499,29.27557,-98.36571,0,14,-284,854,FRS,2019,NULL,NULL,ARCONIC INC SAN ANTONIO WORKS,14555 OLD CORPUS CHRISTI RD,ELMENDORF,BEXAR,TX,78112,78112,48029,48,138453365,1339472,ARCONIC INC,ARCONIC INC,6,C,NULL,JARED ELLISON,2106356244,NULL,JARED.ELLISON@ARCONIC.COM,38.1,5.8,2.4,327.6,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.980000019,6DigitNAICS,NULL,331315,331,3313,33131,331315,NULL,NULL,NULL,NULL,NULL,3353,NULL,10840530,NULL,1762.097616,12970,12283.64038,NULL,1,1,1,NULL,NULL,NULL
1991,78112LPHNT20680,50273,110002134431,29.212874,-98.407282,0,14,-289,846,FRS,2019,NULL,NULL,ALPHA INTERMEDIATES CORP,20680 LAMM RD,ELMENDORF,BEXAR,TX,78112,78112,48029,48,427663844,NA,NA,NULL,6,C,NULL,LARRY W GATLIN,5126212156,NULL,NULL,16.6,9.1,0.7,360.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325199,325,3251,32519,325199,NULL,NULL,NULL,NULL,NULL,2899,NULL,10840558,NULL,1383.834325,12970,15122.64602,NULL,NULL,1,NULL,NULL,NULL,NULL
2011,78112VHBRN15290,50274,110008060873,29.256778,-98.385361,0,14,-286,852,FRS,2019,NULL,NULL,VH BRAUNIG  A VON ROSENBERG POWER PLANTS,15290 STREICH RD,SAN ANTONIO,BEXAR,TX,78112,78112,48029,48,NA,NA,NA,NULL,6,C,NULL,LISA D. LEWIS,2103534089,NULL,LDLEWIS@CPSENERGY.COM,53,14.6,4.9,394.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2011,2011,2011,2011,0.180000007,4DigitNAICS,1,221122,221,2211,22112,221122,NULL,NULL,NULL,NULL,NULL,4911,NULL,10840890,NULL,252.718227,12970,12187.60606,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78112VPRCN7124R,50275,110002465234,29.2725,-98.348333,0,14,-282,854,FRS,2019,NULL,NULL,VP RACING FUELS INC,7124 RICHTER RD,ELMENDORF,BEXAR,TX,78112,78112,48029,48,615416104,615416104,VP RACING FUELS INC,VP RACING FUELS INC,6,C,NULL,SUSAN GRAY,2106357744,202,SUSAN.GRAY@VPRACINGFUELS.COM,21.8,8.8,1,463.7,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.200000003,6DigitNAICS,NULL,324199,324,3241,32419,324199,NULL,NULL,NULL,NULL,NULL,2999,NULL,10840518,NULL,2854.089655,12970,13889.38845,NULL,NULL,1,NULL,NULL,NULL,NULL
1990,78114FBRCNHWY18,50276,110006645808,29.139588,-98.151016,0,14,-259,835,FRS,2019,NULL,NULL,FIBRCON INC,HWY 181 N,FLORESVILLE,WILSON,TX,78114,78114,48493,48,NA,NA,FIBRCON INC,NULL,6,C,NULL,ROSS H. DEAN,5123937140,NULL,NULL,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325991,325,3259,32599,325991,NULL,NULL,NULL,NULL,NULL,3087,NULL,3836049,NULL,1452.698781,12970,38023.58465,NULL,1,1,NULL,NULL,NULL,NULL
2018,78114TXLYF100TE,50277,110070356691,29.144721,-98.165618,1,14,-260,836,Manual,2019,moved to centroid. No signage.,NULL,TEXALOY FOUNDRY CO INC,710 4TH ST,FLORESVILLE,WILSON,TX,78114,78114,48493,48,NA,NULL,NA,NA,6,C,NULL,GARY BANSE,8303934066,224,GBANSE@TEXALOY.COM,13.6,11.5,1,333.7,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.029999999,6DigitNAICS,NULL,331511,331,3315,33151,331511,NULL,NULL,NULL,NULL,NULL,3321,NULL,3836033,NULL,1625.483136,12970,36538.31525,NULL,1,1,1,NULL,NULL,NULL
2018,78114WTCTN5877F,50278,110031018182,29.256111,-98.091667,0,14,-251,851,FRS,2019,NULL,NULL,WATCO TANKS INC,5877 FM 539,FLORESVILLE,WILSON,TX,78114,78114,48493,48,NA,NULL,NA,NA,6,C,NULL,ROGER REYNA,8067839944,NULL,RREYNA@R2MENG.COM,11.9,20.4,0.6,294.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.170000002,6DigitNAICS,NULL,332312,332,3323,33231,332312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7851789,NULL,850.3474697,12970,37868.60593,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78118NDSTR300WR,50279,110000464505,28.90205,-97.90243,0,14,-229,802,FRS,2019,NULL,NULL,LF MANUFACTURING INC - RIDDLEVILLE PLANT,300 W RIDDLEVILLE,KARNES CITY,KARNES,TX,78118,78118,48255,48,NA,NA,LF MANUFACTURING INC,LF MANUFACTURING INC,6,C,NULL,MR. RON STEINMEYER,9795428027,NULL,RON.STEINMEYER@LFM-FRP.COM,20.7,14.4,0.9,294.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,5DigitNAICS,NULL,326122,326,3261,32612,326122,NULL,NULL,NULL,NULL,NULL,3087,NULL,3839011,NULL,281.0680237,12970,73413.42041,NULL,NULL,1,NULL,NULL,NULL,NULL
2017,78118RDWLDRTE18,50280,110000599736,28.855789,-97.886602,0,14,-228,796,FRS,2019,NULL,NULL,RED EWALD INC,2669 S HWY 181,KARNES CITY,KARNES,TX,78118,78118,48255,48,41469990,NULL,NA,NA,6,C,NULL,MARK W. WITTE,8307803304,22,MWWITTE@REDEWALD.COM,16.8,15.1,0.9,298.1,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.970000029,6DigitNAICS,NULL,326199,326,3261,32619,326199,NULL,NULL,NULL,NULL,NULL,3089,NULL,3839237,NULL,1744.653237,12970,78020.52767,NULL,NULL,1,NULL,NULL,NULL,NULL
1990,78118WSHRT300RI,50281,110002134440,28.90205,-97.90243,0,14,-229,802,FRS,2019,NULL,NULL,WISHERT TOMPSON INC,300 RIDDELVILLE RD,KARNES CITY,KARNES,TX,78118,78118,48255,48,30910962,NA,NA,NULL,6,C,NULL,SCOTT POPE,5127802465,NULL,NULL,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.970000029,6DigitNAICS,NULL,326199,326,3261,32619,326199,NULL,NULL,NULL,NULL,NULL,3089,NULL,3839011,NULL,281.0680237,12970,73413.42041,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78118WSHRT321MA,50282,110001868122,28.882695,-97.900132,0,14,-229,799,FRS,2019,NULL,NULL,MAVERICK MAINTENANCE & SUPPLY LLC,321 S MARKET ST,KARNES CITY,KARNES,TX,78118,78118,48255,48,NA,NULL,NA,NA,6,C,NULL,MR. SHON LOOKER,7134771650,NULL,SHON@MAVMAINT.COM,10.7,16.2,0.6,305.4,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,5DigitNAICS,NULL,326122,326,3261,32612,326122,NULL,NULL,NULL,NULL,NULL,3084,NULL,3839081,NULL,333.8100981,12970,75017.47759,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78119QLNCM1MILL,50283,110000464514,28.817222,-97.844722,0,14,-223,790,FRS,2019,NULL,NULL,ASHLAND SPECIALTY INGREDIENTS GP,ONE MILL ST,KENEDY,KARNES,TX,78119,78119,48255,48,966549990,5003264,ASHLAND INC,ASHLAND LLC,6,C,NULL,JOHN STEELY,8305831500,NULL,JMSTEELY@ASHLAND.COM,11.6,5.4,0.6,356.5,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,2899,NULL,3839315,NULL,159.5206336,12970,83931.88644,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7811WNLCKR1178F,50284,110056335906,28.868,-97.9027,0,14,-229,797,FRS,2019,NULL,NULL,NALCO COMPANY-KARNES,1178 FM 1353,KARNES CITY,KARNES,TX,78118,78118,48255,48,NA,6154611,ECOLAB INC,ECOLAB INC,6,C,NULL,JEFF BRANAM,3168152147,NULL,JEFFREY.BRANAM@ECOLAB.COM,7.7,2,0.6,322,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,1,424690,424,4246,42469,424690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3839103,NULL,707.1916962,12970,75948.69032,NULL,NULL,1,NULL,NULL,NULL,NULL
2017,7811WPRMSD28STA,50285,110063846003,29.102332,-98.185436,1,14,-263,830,Manual,2015,GoogleEarth,NULL,PROMISED LAND DAIRY LLC,2008 STATE HWY 97 W,FLORESVILLE,WILSON,TX,78114,78114,48493,48,607403839,NULL,NA,NA,6,C,NULL,JEFF SCHULKERS,8302164200,102,JEFF.SCHULKERS@GRUPOLALA.COM,14.5,9.5,0.7,439,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311511,311,3115,31151,311511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3836075,NULL,277.5717943,12970,38064.1847,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2008,78123CMBRCFM725,50287,110000495250,29.580816,-98.041402,0,14,-244,895,FRS,2019,NULL,NULL,ACME BRICK COMPANY-MCQUEENY,FM 725,MC QUEENEY,GUADALUPE,TX,78123,78123,48187,48,8018772,8018772,ACME BRICK,NULL,6,C,NULL,JASON PENCE,8173324101,NULL,JPENCE@BRICK.COM,9.1,14.2,0.9,406.8,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2008,2008,2008,2008,0.340000004,Default,NULL,327121,327,3271,32712,327121,NULL,NULL,NULL,NULL,NULL,3251,NULL,1619699,NULL,18.70538613,12971,14257.61973,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,78123STNDRFM78C,50288,110013285499,29.608798,-98.041063,0,14,-244,899,FRS,2019,NULL,NULL,GEORGIA-PACIFIC GYPSUM LLC-MCQUEENEY,3401 FM 78 & CYPRESS RIDGE RD,MC QUEENEY,GUADALUPE,TX,78123,78123,48187,48,808215151,6944334,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,6,C,NULL,YANA OGLETREE,9368291250,NULL,YANA.OGLETREE@GAPAC.COM,9.1,18,1.5,372,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,NULL,327420,327,3274,32742,327420,NULL,NULL,NULL,NULL,NULL,3275,NULL,1620071,NULL,1029.859289,12971,11148.422,NULL,1,1,NULL,NULL,NULL,NULL
2002,78130DYNCS2311L,50289,110005161822,29.73482,-98.08237,0,14,-249,916,FRS,2019,NULL,NULL,DYNACAST MANUFACTURING INC,2311 LIFEHAUS INDUSTRIAL DR,NEW BRAUNFELS,COMAL,TX,78130,781303048,48091,48,NA,NA,CIN VIN LTD,NULL,6,C,NULL,JIM WILLIAMS & ASSOCIATES INC,6269144214,NULL,NULL,12.2,11.5,0.9,310.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.029999999,6DigitNAICS,NULL,331521,331,3315,33152,331521,NULL,NULL,NULL,NULL,NULL,3363,NULL,1620029,NULL,1133.234326,12971,4611.448068,NULL,NULL,NULL,NULL,NULL,NULL,NULL
