TotalemploymentnumberofjobsUmp,FarmemploymentUmpPCT,MiningquarryingandoilandgasextractionUmpPCT,ConstructionUmpPCT,ForestryfishingandrelatedactivitiesUmpPCT,HealthcareandsocialassistanceUmpPCT,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,UnemploymentRate,Populationpersquaremile2010,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,prienv,prienvOppose,teachGW,teachGWOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
18072.0,2.75,,2.22,,2.56,35252.0,1057190,25.04,17.53,4.82,18.05,4.1,67.8,26.54,73.34,53.76,46.01,55.32,43.93,47.48,21.3,48.49,21.92,51.64,27.34,53.5,20.56,60.47,16.04,54.94,17.28,65.54,33.97,52.33,47.42,65.05,33.44,42.77,56.1,76.75,23.13,76.82,22.54,27.58,70.96,62.89,34.28,66.69,32.98,51.97,27.37,42.2,39.94,38.7,33.35,46.69,53.0,32.41,56.78,46.14,42.29,49.06,36.3,55.88,30.63,57.17,30.2,37.19,62.82,44.18,10.79
4777.0,1.51,0.0,2.23,0.68,,34432.0,249839,21.42,20.86,4.8,21.79,4.0,43.1,31.37,68.42,56.55,43.7,58.43,41.23,48.52,19.61,49.34,20.3,53.41,25.8,55.79,18.55,62.71,14.8,57.88,15.13,66.28,33.17,53.83,45.79,61.88,36.24,38.38,60.16,79.39,20.01,77.19,22.12,32.1,66.93,65.32,31.81,69.65,30.42,57.09,23.2,46.05,35.59,42.99,29.38,49.83,49.88,35.61,56.14,51.15,39.56,52.69,35.02,58.87,30.26,60.64,28.37,40.76,59.24,46.55,9.55
16406.0,3.28,,1.65,,1.31,41388.0,885103,22.37,18.75,10.2,16.63,3.6,58.5,28.4,71.51,54.16,45.7,56.26,43.18,47.45,20.75,48.03,21.42,48.71,28.28,53.51,20.49,58.59,15.48,53.82,16.47,65.12,34.67,53.6,46.21,64.21,34.36,40.57,58.39,78.73,21.12,77.63,21.83,28.82,69.72,63.82,33.49,66.28,33.37,53.49,27.22,42.61,37.92,39.47,31.06,45.98,53.86,32.7,57.56,46.99,43.01,49.54,38.25,55.75,34.18,56.43,33.47,37.53,62.48,43.56,10.49
24095.0,1.3,,2.25,,2.16,48491.0,1561274,20.04,25.01,4.92,13.57,3.4,211.8,30.51,69.41,52.97,46.81,55.67,43.62,47.73,21.06,48.11,21.85,50.53,28.37,52.36,21.08,60.57,15.43,55.45,16.62,65.47,34.08,53.77,46.19,64.67,33.89,41.62,57.49,79.21,20.61,77.37,22.12,30.93,67.63,64.23,33.32,66.97,32.81,55.94,25.57,44.36,38.13,40.68,33.28,47.48,52.34,33.1,57.98,47.99,42.32,50.59,37.53,57.4,31.5,58.48,30.69,38.71,61.29,45.63,10.41
26268.0,1.39,,1.58,,,35897.0,1926369,21.51,18.88,7.5,19.15,3.8,121.5,26.52,73.37,53.88,45.83,52.89,45.23,49.17,20.95,50.24,22.14,56.48,26.19,54.91,19.37,64.41,16.13,58.1,17.48,65.2,34.22,53.47,46.3,65.59,33.06,43.63,55.56,79.15,20.83,77.11,22.24,27.46,71.12,63.3,33.95,66.52,33.14,57.71,23.1,44.81,38.25,39.37,32.29,48.57,51.09,32.89,56.89,47.67,40.39,50.55,34.62,56.6,29.52,58.32,28.35,39.06,60.94,45.58,10.37
8999.0,2.34,0.0,2.04,1.11,2.32,32573.0,597781,22.27,19.83,8.07,21.28,5.2,46.3,26.14,73.73,53.18,46.38,52.28,46.63,47.39,21.22,46.99,22.55,49.71,27.94,52.11,20.55,59.5,16.67,53.69,17.93,63.97,35.26,51.52,48.2,65.59,32.73,45.3,53.62,77.24,22.52,76.31,22.82,26.04,72.47,62.74,34.39,64.95,34.44,52.59,26.23,41.21,41.07,34.74,34.75,44.57,55.2,32.54,56.24,45.74,42.28,47.84,37.39,53.91,32.45,55.35,31.67,36.88,63.12,43.18,10.58
8920.0,3.46,0.07,2.3,1.38,,33297.0,511236,24.47,15.56,4.04,18.22,3.1,72.4,26.25,73.57,51.79,47.96,51.28,47.74,46.04,21.81,45.47,23.07,47.55,28.71,51.37,21.63,57.78,17.06,52.63,18.18,62.92,36.35,50.31,49.34,67.72,30.47,45.46,53.18,76.7,22.97,75.7,23.34,26.62,72.05,62.2,34.92,63.19,36.26,50.49,27.36,40.79,41.23,35.19,34.49,44.23,55.5,32.04,57.64,45.48,43.48,47.04,39.27,53.14,34.8,54.81,33.33,35.8,64.2,41.49,10.91
75211.0,0.28,,1.55,,3.78,42720.0,5306184,22.82,15.46,40.58,19.51,3.6,176.4,28.98,70.41,59.69,37.92,58.66,38.83,55.24,15.96,54.72,16.77,55.78,21.05,55.63,13.64,63.98,13.38,57.97,14.18,67.72,30.46,57.49,41.62,60.3,36.47,39.53,59.02,79.85,18.81,79.29,19.21,25.21,72.82,68.4,28.91,73.59,24.49,60.21,16.27,45.56,37.94,42.21,27.51,53.22,45.85,39.05,47.81,52.92,33.32,55.81,28.0,60.29,23.96,62.29,23.36,45.07,54.93,51.23,7.78
11337.0,0.91,,1.99,,2.19,38450.0,727781,21.38,18.79,6.62,17.79,4.3,56.7,28.57,71.3,56.45,43.03,57.71,41.4,49.25,20.04,50.06,20.63,52.79,25.68,55.17,18.91,62.31,14.88,56.43,15.94,66.93,32.45,54.92,44.76,63.35,34.98,40.72,58.24,78.77,20.85,77.99,21.28,28.55,69.92,64.76,32.27,69.15,30.54,54.89,24.86,44.15,37.86,40.02,31.55,48.18,51.62,33.53,56.27,48.09,41.05,50.66,35.86,57.84,29.48,58.19,30.07,38.95,61.05,44.87,9.98
15028.0,2.27,,1.91,,,37550.0,959596,23.75,15.31,10.25,13.27,3.5,81.5,26.03,73.86,54.94,44.36,53.07,45.59,48.49,20.59,47.2,22.16,48.22,28.21,50.67,20.44,58.58,16.54,53.19,17.47,65.32,33.73,53.67,46.08,67.5,30.81,45.21,53.95,78.51,21.26,77.54,21.55,26.49,71.85,64.0,33.25,66.93,32.38,52.98,25.31,41.86,40.91,35.68,35.02,45.13,54.74,33.02,55.63,46.54,41.53,48.47,36.99,53.95,32.53,55.71,31.72,37.93,62.07,45.73,10.03
54221.0,0.87,,1.62,,2.53,42696.0,3285859,23.62,15.0,15.97,12.8,3.2,132.0,29.1,70.85,56.32,43.07,58.81,40.34,50.25,19.27,50.71,19.6,52.06,24.12,54.83,17.7,61.58,14.31,56.24,15.57,67.76,31.66,55.56,43.72,62.08,36.45,39.62,59.6,79.54,20.24,78.78,20.64,28.65,69.61,65.44,31.96,69.96,29.59,56.31,21.91,45.21,36.62,41.59,30.14,49.54,50.27,34.22,54.19,48.61,39.49,51.91,33.17,58.15,27.54,58.86,27.26,40.23,59.77,46.63,9.65
3776.0,2.72,,1.92,,1.85,33526.0,220368,20.9,19.74,4.03,16.15,4.6,60.2,26.88,72.94,53.82,45.78,52.7,46.23,47.09,21.04,46.26,22.62,48.95,28.39,51.73,20.55,59.39,16.61,53.71,17.5,63.74,35.43,51.18,48.59,66.98,31.14,44.89,53.91,77.48,22.13,76.2,22.9,27.65,70.98,63.36,33.64,65.78,33.77,52.11,26.35,41.56,40.72,35.86,33.69,45.7,54.06,32.91,56.85,46.93,41.92,48.24,37.81,54.13,33.12,56.12,31.75,37.73,62.27,43.65,10.27
20596.0,1.39,,1.5,,,33338.0,1174306,21.9,19.59,5.46,19.98,3.7,70.0,26.47,73.43,52.71,46.86,52.95,46.06,47.22,21.62,47.56,22.47,49.55,27.44,52.41,20.7,59.23,16.38,53.52,17.88,65.08,34.29,52.95,46.71,66.48,31.96,44.3,54.7,77.48,22.4,76.78,22.5,26.72,71.72,62.51,34.67,64.95,34.49,52.64,26.19,41.83,40.4,36.63,34.53,45.3,54.45,32.03,57.23,45.27,43.4,47.97,38.09,54.54,32.89,55.62,32.22,36.75,63.26,42.59,10.9
83309.0,0.32,0.12,1.74,0.07,3.05,41031.0,4928685,27.04,8.7,28.61,13.87,3.8,319.6,30.42,69.46,60.96,38.0,60.18,38.48,54.42,17.25,54.33,17.91,57.4,21.59,56.81,14.87,64.93,13.85,59.35,14.69,69.28,29.58,57.92,41.79,60.65,37.57,39.92,59.21,80.84,18.7,80.18,18.86,27.56,70.5,67.85,29.64,73.77,25.66,62.69,18.31,48.89,35.2,44.86,29.44,54.26,45.48,37.99,50.82,51.77,36.68,55.35,30.79,60.88,25.61,63.43,23.27,43.39,56.61,51.53,8.46
3560.0,3.71,0.0,,,1.48,41276.0,187161,20.03,21.06,6.51,7.62,2.9,49.2,25.69,74.22,50.34,49.1,49.27,49.58,45.86,22.33,44.84,24.22,46.42,30.4,49.37,22.66,57.73,17.5,51.81,19.02,62.31,37.08,50.28,49.76,68.71,29.73,47.42,51.74,76.71,23.31,75.9,23.37,26.81,71.58,62.11,35.3,62.92,36.35,49.86,28.98,38.99,43.33,33.75,37.15,42.76,57.05,30.51,58.94,43.9,45.05,46.1,40.25,52.15,35.08,53.66,34.38,35.23,64.77,42.01,11.1
5093.0,2.84,,1.83,,2.63,29380.0,265071,19.41,16.07,5.82,19.77,4.1,42.1,26.88,72.93,52.85,47.12,53.3,45.94,46.69,21.12,46.71,22.27,49.06,28.11,52.46,20.58,59.02,16.46,53.67,17.38,63.87,35.51,51.22,48.39,65.98,32.15,43.89,54.86,77.07,22.6,75.73,23.48,27.79,70.97,62.75,34.36,65.64,34.07,52.12,26.47,41.77,39.77,37.02,32.73,44.96,54.75,32.53,57.34,46.53,42.56,48.21,37.98,54.36,33.28,55.93,31.77,36.86,63.15,42.58,10.59
15557.0,1.35,0.03,1.64,0.27,2.72,40666.0,1034308,22.0,19.23,14.79,22.63,4.9,58.4,26.8,73.12,53.42,46.16,54.55,44.61,48.08,20.74,48.54,21.5,50.62,26.75,53.1,20.01,60.23,15.7,54.53,17.14,65.3,34.22,53.05,46.71,64.6,33.79,42.52,56.58,77.43,22.45,76.47,22.48,26.7,71.7,63.29,34.0,66.98,32.58,52.62,25.21,41.6,40.15,37.45,32.53,46.12,53.64,32.69,55.95,46.26,41.91,49.12,36.35,55.67,30.97,56.52,30.46,37.2,62.8,42.97,10.52
9011.0,3.19,0.34,2.44,0.44,2.42,33701.0,485920,22.85,19.37,2.39,19.28,3.8,50.9,26.21,73.67,53.68,45.61,53.91,44.96,47.87,20.91,47.4,22.12,48.71,27.81,52.33,20.15,60.01,16.14,54.15,17.27,64.72,34.65,52.87,46.97,65.04,33.38,44.14,55.03,76.74,23.13,76.73,22.54,26.93,71.47,63.51,33.55,65.12,34.2,53.29,26.49,41.94,40.07,36.88,33.59,45.74,54.06,32.0,57.37,45.73,43.02,47.77,38.63,54.41,33.42,55.69,32.73,37.09,62.91,43.38,10.46
3374.0,2.35,,2.35,,3.22,34268.0,169171,21.87,20.21,5.66,28.85,5.0,19.1,30.44,69.35,55.91,44.13,58.15,41.46,48.64,19.51,49.54,19.95,52.16,24.66,56.0,18.43,63.36,14.45,57.54,14.95,66.09,33.38,53.99,45.55,61.67,36.42,37.78,60.84,78.62,20.77,77.01,22.26,31.01,67.97,65.25,31.69,69.59,30.42,55.64,22.18,45.6,35.43,43.39,27.94,49.43,50.31,35.41,55.67,50.95,38.99,52.1,34.55,58.12,30.09,60.26,27.25,40.64,59.36,45.52,9.61
2142.0,4.72,0.19,2.79,,1.88,39686.0,130490,18.22,26.17,2.45,18.46,4.7,31.2,28.03,71.91,54.16,45.56,57.27,42.22,47.44,21.17,49.2,21.26,51.19,26.38,55.18,20.07,60.78,14.96,55.04,16.41,67.01,32.79,54.4,45.27,62.72,35.89,40.12,58.98,77.76,22.12,77.36,22.23,28.48,70.01,63.25,33.79,67.23,32.52,54.18,25.73,43.53,37.39,40.49,31.34,46.54,53.24,31.87,57.63,46.06,42.98,49.19,37.0,56.68,31.03,56.87,30.73,37.32,62.69,43.1,10.76
4454.0,2.31,,,,,33772.0,287388,20.42,19.75,3.4,16.76,4.0,38.7,26.91,72.98,52.54,47.18,54.81,44.43,46.79,21.51,47.17,22.2,48.9,28.75,52.7,21.32,58.98,16.02,54.44,17.22,64.81,34.79,52.33,47.46,65.91,32.53,43.15,55.64,77.85,21.95,77.07,22.28,27.99,70.55,62.95,34.16,66.0,33.63,53.26,26.93,42.02,39.87,38.99,32.31,45.35,54.44,31.95,57.97,45.77,43.65,48.65,37.85,54.84,33.76,56.37,31.74,37.17,62.83,43.91,10.78
50012.0,0.56,0.08,1.73,0.06,2.79,39509.0,3308251,21.08,16.28,6.05,22.29,3.5,180.3,27.91,71.96,56.39,43.04,55.78,43.1,48.32,20.84,48.27,21.54,49.96,27.22,52.05,21.04,61.24,16.08,54.89,17.22,64.49,34.86,53.34,46.57,63.73,34.84,42.39,56.85,78.41,21.36,77.98,21.2,27.39,70.85,64.14,33.3,66.62,32.73,54.3,25.53,43.93,38.55,40.4,33.1,45.9,53.93,32.21,58.05,46.22,43.82,50.12,37.75,58.1,29.62,57.96,29.83,36.7,63.3,44.19,10.49
14874.0,0.95,0.14,1.51,,,34147.0,1892112,22.92,17.83,5.32,21.09,5.7,100.9,29.22,70.65,55.51,44.61,58.54,41.13,47.81,20.95,49.68,20.94,52.13,26.28,55.03,20.04,60.56,15.04,56.55,16.0,66.33,33.4,54.61,44.94,61.01,37.55,38.43,60.28,78.41,21.32,77.24,22.24,29.48,69.21,63.68,33.47,68.95,31.03,56.55,25.14,44.45,35.69,41.26,30.23,46.86,52.95,32.61,57.64,47.72,41.97,50.09,37.21,58.31,30.59,58.81,29.63,37.81,62.2,44.94,10.52
26015.0,0.64,,,,2.55,40980.0,2206450,19.21,21.79,5.66,15.2,4.0,150.2,27.34,72.56,53.29,46.0,52.89,46.18,48.0,20.42,48.09,21.84,50.28,28.09,52.76,20.56,61.24,15.54,54.06,16.68,65.09,34.51,52.94,47.02,65.36,33.11,43.0,56.36,78.08,21.8,77.55,21.76,27.73,70.8,64.26,33.01,66.75,32.9,53.57,26.01,42.51,39.45,38.04,33.73,46.51,53.31,32.05,57.93,46.87,42.31,49.5,36.95,56.19,31.53,57.11,31.18,37.2,62.8,43.53,10.48
34997.0,1.31,,2.62,,1.29,42104.0,2138230,24.83,13.7,11.73,11.17,2.9,139.2,29.37,70.53,55.86,43.81,57.75,41.54,49.79,19.63,50.52,20.23,53.01,25.7,55.23,18.7,62.3,14.8,56.96,15.66,66.72,32.76,55.02,44.78,62.62,35.78,39.89,59.11,78.6,21.14,77.79,21.62,29.71,68.8,65.23,32.15,69.38,30.32,56.85,23.67,45.24,37.09,41.11,30.77,48.54,51.28,34.37,55.47,49.08,39.78,51.7,34.02,58.5,28.55,59.57,27.78,39.57,60.43,46.44,9.75
187998.0,0.23,,1.78,,2.2,41031.0,13308992,25.01,9.67,21.51,11.63,2.6,424.0,30.38,69.52,57.91,41.32,58.24,40.77,51.14,18.27,50.87,18.79,50.16,25.29,54.71,17.46,61.02,14.27,54.51,15.03,68.37,30.83,57.15,42.81,60.14,38.56,38.87,60.4,77.91,22.05,79.28,20.03,29.1,69.05,67.2,30.4,69.93,29.44,56.17,23.02,46.48,33.35,43.71,30.95,48.93,51.05,35.69,53.84,50.7,39.37,54.63,33.38,60.45,27.51,61.0,29.04,40.33,59.67,46.99,8.97
8627.0,1.11,,2.57,,,29758.0,524815,24.19,15.84,1.87,25.65,4.4,41.8,25.63,74.19,51.21,48.51,49.88,49.04,45.48,22.3,44.76,23.96,47.02,29.99,50.25,22.34,57.5,17.68,51.95,18.86,62.33,36.93,49.65,50.03,68.84,29.38,46.72,52.05,76.28,23.47,75.24,23.82,26.13,72.55,61.6,35.48,62.79,36.65,49.8,28.89,39.78,42.16,34.14,35.48,43.15,56.57,31.25,58.25,44.48,44.28,45.96,40.01,52.08,35.21,53.94,33.73,35.45,64.55,41.47,11.14
5122.0,1.2,,2.21,,,38003.0,247420,22.18,18.82,10.73,14.15,4.2,53.1,28.94,70.87,54.27,45.65,54.44,44.78,47.89,20.71,47.93,21.91,51.26,27.54,53.26,20.08,61.07,16.08,55.67,16.74,64.6,34.7,51.92,47.84,65.19,32.98,42.42,56.27,77.7,21.91,76.76,22.4,29.46,69.24,64.23,32.99,66.76,32.97,53.48,26.2,43.03,38.98,38.31,32.85,47.09,52.7,34.0,56.43,48.63,41.02,50.26,36.4,55.84,31.73,57.7,30.21,38.57,61.43,44.37,10.07
66807.0,0.28,,1.8,,1.21,39474.0,3591754,21.12,18.07,5.66,15.07,3.3,151.7,31.98,67.86,54.64,45.52,57.47,42.06,48.32,20.48,50.72,21.11,54.73,26.13,55.14,19.54,62.86,15.22,57.74,16.19,65.8,33.76,54.04,45.64,62.27,36.25,39.82,59.11,79.23,20.5,77.46,21.92,31.05,67.8,64.3,33.06,68.7,31.29,57.89,23.77,45.9,36.07,45.94,30.06,50.1,49.54,34.65,56.67,49.1,41.6,52.12,35.37,58.29,30.67,60.04,28.41,39.98,60.02,45.77,10.18
689060.0,0.02,,1.29,,3.77,49465.0,57633301,25.34,12.2,60.57,20.42,4.0,1215.5,33.05,66.93,66.7,31.03,68.61,29.51,61.56,12.07,61.5,12.04,60.5,14.98,59.59,9.51,68.26,10.14,62.18,10.71,74.36,24.03,64.86,34.44,55.34,41.55,32.87,65.97,82.27,16.31,83.27,15.58,25.51,72.19,73.26,24.04,81.97,17.61,63.89,13.49,50.88,32.9,49.11,22.33,58.04,42.06,44.27,41.19,59.16,25.69,62.03,21.02,65.41,18.28,66.77,18.19,52.74,47.26,55.53,5.95
8573.0,3.34,,,,2.07,37742.0,685356,23.75,15.87,5.12,13.91,3.0,61.0,26.49,73.44,53.49,45.93,54.88,44.29,47.84,21.04,48.61,21.64,50.95,27.09,54.55,19.87,60.45,15.59,54.62,16.94,65.76,33.9,54.03,45.77,65.32,33.29,42.45,56.7,77.49,22.48,77.31,22.18,27.17,71.16,63.39,33.78,65.8,33.61,52.74,26.32,43.21,38.21,37.36,32.78,46.41,53.37,32.13,57.06,45.74,42.95,48.93,37.15,56.02,31.48,56.61,31.23,37.26,62.74,43.83,10.65
4806.0,2.51,0.01,,,1.41,39853.0,805094,21.35,19.3,6.38,18.79,4.5,29.0,22.56,77.25,48.08,48.45,38.71,60.39,48.39,16.36,46.64,20.02,46.2,32.04,55.14,19.82,64.43,13.24,52.33,13.53,63.31,37.35,48.71,51.49,72.07,26.05,42.71,57.6,75.04,24.97,77.69,21.22,19.12,79.93,67.81,28.7,69.38,31.08,47.39,26.81,39.5,39.83,28.92,33.98,45.06,55.01,32.31,54.98,48.98,37.81,49.48,34.29,58.2,28.39,57.21,29.97,33.38,66.62,32.09,10.49
91302.0,0.39,0.04,2.22,0.04,4.13,42606.0,7134333,19.78,20.68,5.36,16.3,3.7,379.4,27.83,72.08,50.28,49.31,52.56,46.51,46.61,21.81,45.87,23.07,47.64,29.05,50.74,22.53,58.78,16.99,52.91,17.95,64.53,34.9,51.76,47.76,65.93,31.73,44.19,55.19,78.77,21.19,77.1,22.28,28.73,69.73,63.16,34.28,63.92,35.48,52.4,27.44,40.65,42.26,36.65,35.16,44.36,55.5,32.02,57.68,45.59,43.8,47.39,39.09,54.14,33.39,56.4,31.0,36.43,63.57,43.63,10.77
91653.0,0.47,,2.25,,2.56,48656.0,5919474,24.2,14.81,11.57,9.62,2.7,303.4,29.52,69.92,55.29,44.15,55.5,43.61,48.88,19.69,48.59,20.87,51.27,26.67,52.84,19.86,61.3,15.13,55.94,15.99,65.4,34.28,52.95,46.78,61.63,36.2,41.45,57.97,77.1,22.35,77.27,21.82,29.13,69.36,65.4,32.08,68.02,31.71,58.19,23.95,43.46,38.73,39.26,32.62,46.83,52.45,32.64,57.97,48.51,41.73,51.05,37.42,57.09,31.96,58.13,31.36,38.57,61.43,47.02,9.9
19091.0,1.02,,2.75,,,38547.0,1030904,25.38,13.36,21.96,14.39,3.9,133.3,27.42,72.46,55.58,43.9,55.4,43.44,50.37,19.36,49.04,20.46,51.79,25.19,53.03,18.01,60.91,15.58,55.48,16.67,64.86,34.28,53.53,46.23,64.15,34.06,43.1,55.85,77.82,21.89,76.9,22.24,26.32,72.05,64.67,32.63,68.2,31.16,54.08,23.38,42.16,40.03,37.99,31.9,47.13,52.65,34.67,53.37,48.21,39.24,49.82,34.5,55.39,30.14,57.21,29.16,40.08,59.92,46.39,9.54
3317.0,2.91,0.01,,,,30090.0,179992,21.27,15.51,14.02,13.13,3.1,68.9,29.87,70.03,58.76,40.68,61.53,37.78,51.43,18.5,53.3,18.34,55.62,22.77,57.92,16.63,63.84,13.53,58.33,14.55,69.13,30.3,57.6,41.89,58.18,40.27,36.7,62.49,79.34,20.2,78.83,20.52,28.27,70.04,65.88,31.16,71.79,27.9,59.23,20.83,47.23,34.6,45.02,27.74,51.17,48.57,35.33,53.48,49.81,38.38,53.35,32.21,60.32,26.51,60.81,26.13,41.34,58.66,47.49,9.39
6752.0,0.47,,1.58,,3.14,37423.0,494808,19.01,22.16,2.63,19.64,5.0,98.4,28.41,71.42,54.59,45.45,55.56,43.73,47.87,20.83,48.47,21.79,51.28,27.7,53.71,20.33,61.7,15.82,56.36,16.72,64.89,34.5,51.78,48.04,65.31,32.94,42.29,56.39,78.67,20.96,76.52,22.75,29.78,69.03,63.69,33.53,67.28,32.55,53.19,24.86,43.0,39.24,38.9,32.8,46.74,53.02,33.54,57.32,48.13,41.72,50.05,37.04,56.22,32.34,58.5,29.6,38.25,61.75,45.4,10.29
5241.0,2.46,,,,,31693.0,298006,22.22,16.96,2.21,21.28,4.0,85.5,26.26,73.57,52.73,46.98,52.01,46.97,46.17,21.63,45.68,22.95,47.91,28.96,51.24,21.49,58.43,16.86,52.96,17.89,63.47,35.82,50.76,48.92,67.1,31.12,45.15,53.67,76.76,22.92,75.84,23.27,26.89,71.78,62.52,34.54,64.46,35.07,50.95,27.58,40.8,41.07,35.18,34.38,44.43,55.31,31.8,57.83,45.52,43.34,47.16,38.88,53.33,34.06,55.02,32.71,36.35,63.65,42.29,10.78
1779.0,4.36,0.0,2.17,1.14,,30770.0,89977,18.77,21.44,2.78,19.08,4.5,20.3,27.43,72.43,54.59,44.95,55.14,43.96,47.66,20.72,47.86,21.61,50.28,27.19,53.42,20.06,60.4,15.7,54.58,16.75,65.57,33.84,53.13,46.61,64.82,33.49,42.43,56.59,77.83,21.87,77.19,22.08,28.14,70.36,63.74,33.32,66.96,32.62,53.63,25.71,43.13,38.8,38.28,32.5,46.53,53.24,32.63,57.2,46.92,42.18,49.19,37.14,55.89,31.77,57.04,30.99,37.68,62.32,43.87,10.36
19345.0,2.91,0.03,1.76,,2.9,33970.0,1258085,23.83,16.84,7.92,21.26,4.1,92.1,28.29,71.52,57.46,42.08,56.99,41.85,49.17,19.72,48.52,20.68,51.1,25.72,53.43,18.64,60.88,15.44,55.68,16.14,66.09,32.89,53.51,46.19,64.43,33.64,42.44,56.39,78.02,21.47,77.64,21.41,28.4,70.1,65.13,31.99,69.25,30.34,54.86,23.24,44.36,37.92,38.53,31.85,48.74,51.04,34.82,55.08,49.22,39.77,50.97,35.41,57.27,29.75,58.52,29.76,39.85,60.15,46.02,9.57
82416.0,0.52,,1.23,,4.79,43299.0,5468691,19.59,17.09,8.49,15.92,3.5,376.7,28.74,71.18,54.48,45.0,53.99,45.26,48.38,20.63,47.97,21.54,49.68,28.29,52.32,20.21,59.73,15.7,53.65,16.41,65.08,34.59,54.17,46.05,61.87,37.09,40.06,59.44,77.05,22.36,77.02,22.55,30.06,68.28,65.05,32.55,68.92,30.64,53.01,27.66,45.14,35.76,42.27,33.3,46.69,53.24,33.04,58.18,47.9,42.87,51.36,37.59,57.14,33.54,58.41,33.28,38.32,61.69,45.71,10.1
5973.0,3.68,,1.36,,4.6,28962.0,292463,18.36,18.17,8.01,17.24,4.7,23.2,26.71,73.1,51.35,48.74,51.79,47.42,46.0,21.8,45.68,23.16,47.9,29.08,51.09,21.42,57.97,17.2,52.82,18.23,62.55,36.78,50.12,49.52,66.87,31.24,45.17,53.49,76.56,23.15,74.96,24.23,27.69,71.12,62.01,35.21,64.17,35.5,51.12,27.3,40.6,40.92,35.96,33.62,43.99,55.71,32.26,57.54,45.97,43.12,47.45,38.82,53.18,34.43,55.02,32.65,36.43,63.57,42.17,10.83
16908.0,1.82,0.3,1.12,0.22,,37316.0,1112897,19.64,17.16,11.66,18.9,4.0,60.3,26.7,73.14,54.28,45.05,54.6,44.32,48.95,20.32,49.32,21.05,50.81,26.95,53.07,19.84,61.15,15.78,54.81,16.98,64.84,34.4,53.6,46.05,63.87,34.4,41.4,57.77,78.2,21.47,77.4,21.7,26.51,71.81,63.94,33.42,66.96,32.4,54.75,25.28,43.55,38.64,39.89,32.43,47.06,52.64,33.27,56.1,46.94,41.98,50.18,36.34,56.63,31.0,58.3,29.17,37.74,62.26,44.24,10.33
11587.0,2.63,,1.57,,2.78,32477.0,650494,22.12,19.61,3.87,17.28,3.7,68.6,26.09,73.77,52.8,46.74,51.56,47.25,46.68,21.35,45.53,23.1,47.43,29.0,50.56,21.32,58.89,17.07,53.16,18.13,63.84,35.34,50.09,49.93,68.62,29.7,45.99,52.95,76.81,23.04,76.54,22.6,26.77,71.75,62.78,34.41,63.76,35.63,50.58,27.52,40.38,41.86,33.89,34.82,44.25,55.55,31.95,57.63,45.43,43.0,47.06,38.46,52.92,33.75,54.71,32.62,36.57,63.43,43.05,10.63
213585.0,0.19,,1.52,,2.47,94872.0,20705085,27.88,12.0,10.45,4.57,2.4,314.4,36.59,63.35,53.52,46.1,55.38,44.07,50.1,19.31,50.56,20.31,51.53,27.57,54.04,20.06,62.47,14.3,58.18,14.73,65.48,34.38,57.09,43.34,57.68,41.41,37.52,61.97,80.76,19.19,78.41,21.32,35.85,62.75,67.63,30.45,68.45,31.26,58.73,24.37,47.75,34.19,46.54,30.87,51.34,48.59,34.7,59.22,51.37,42.34,55.5,36.22,60.71,32.62,61.84,31.86,41.12,58.88,49.48,9.4
76057.0,0.58,,1.86,,1.89,49092.0,4442285,24.15,14.75,11.6,9.09,2.7,199.7,30.8,69.14,55.55,44.0,56.29,43.04,49.8,19.54,50.82,20.24,52.58,25.69,54.06,19.07,62.35,14.51,56.79,15.58,66.78,32.95,56.5,43.38,61.18,37.59,39.42,60.08,79.45,20.47,78.72,20.79,30.19,68.28,65.56,31.98,69.73,30.14,57.78,24.2,45.25,36.8,43.42,31.16,49.85,49.93,33.8,56.57,48.94,40.87,52.35,34.89,58.79,29.65,59.71,28.67,39.43,60.57,46.65,9.98
29416.0,2.05,0.9,1.42,0.23,2.62,34242.0,1821668,19.45,14.09,26.72,12.01,2.9,55.0,26.73,73.26,54.59,45.69,55.58,44.34,49.36,20.44,47.7,22.26,48.05,27.37,51.91,19.44,59.31,16.26,54.48,17.51,63.13,36.88,53.87,45.6,65.56,34.07,41.13,58.76,76.48,24.07,73.95,26.5,26.72,71.98,60.72,35.38,66.99,33.26,56.97,23.3,41.38,41.72,36.97,32.42,47.67,52.38,35.41,52.78,48.26,40.06,51.76,35.46,56.56,32.55,56.72,32.56,38.57,61.43,45.4,10.07
