STATEFP,COUNTYFP,reducetax,CO2limits,localofficials,governor,congress,president,corporations,citizens,regulate,supportRPS,drilloffshore,drillANWR,fundrenewables,rebates,mediaweekly,prienv,teachGW,happening,human,consensus,worried,personal,harmUS,devharm,futuregen,harmplants,timing,affectweather,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,POPESTIMATE2019,UnemploymentRate,AgricultureforestryfishingandhuntingPCT,ConstructionPCT,HealthcareandsocialassistancePCT,Populationpersquaremile2010,TotalemploymentnumberofjobsUmp
51,570,0.41,0.49,0.33,0.36,0.32,0.39,0.33,0.29,0.46,0.4,0.66,0.62,0.46,0.45,0.37,0.33,0.36,0.38,0.26,0.36,0.26,0.16,0.2,0.37,0.45,0.41,0.28,0.46,0.09,0.0,0.54,0.33,0.24,0.22,0.0,0.13,,0.22,0.23,0.03,
51,580,0.48,0.46,0.38,0.33,0.3,0.31,0.31,0.25,0.43,0.37,0.74,0.78,0.47,0.45,0.29,0.36,0.37,0.35,0.23,0.27,0.26,0.18,0.2,0.34,0.38,0.39,0.31,0.5,0.09,0.0,0.46,0.36,0.19,0.35,0.0,0.19,,0.48,0.27,0.02,
51,590,0.71,0.68,0.76,0.68,0.59,0.63,0.55,0.52,0.65,0.64,0.49,0.44,0.6,0.62,0.29,0.66,0.73,0.63,0.46,0.49,0.55,0.54,0.56,0.64,0.64,0.67,0.7,0.7,0.09,0.0,0.52,0.32,0.57,0.37,0.0,0.23,0.1,0.12,0.18,0.01,
51,595,0.79,0.72,0.86,0.74,0.64,0.63,0.58,0.6,0.67,0.66,0.49,0.45,0.67,0.65,0.22,0.73,0.82,0.7,0.49,0.52,0.62,0.66,0.65,0.68,0.63,0.69,0.83,0.76,0.06,0.0,0.62,0.26,0.7,0.56,0.0,0.23,,0.29,0.3,0.01,
51,600,0.78,0.8,0.72,0.69,0.71,0.68,0.73,0.75,0.76,0.76,0.36,0.27,0.83,0.82,0.69,0.82,0.8,0.81,0.75,0.75,0.74,0.6,0.73,0.81,0.85,0.86,0.76,0.83,0.27,0.15,0.51,0.21,0.33,0.11,0.0,0.08,,0.08,0.16,0.05,
51,610,0.8,0.86,0.74,0.77,0.78,0.73,0.84,0.89,0.84,0.86,0.25,0.13,0.9,0.92,0.9,0.88,0.87,0.89,0.83,0.92,0.81,0.63,0.81,0.88,0.95,0.95,0.84,0.89,0.27,0.15,0.6,0.17,0.22,0.01,0.0,0.07,,0.2,0.24,0.09,
51,620,0.73,0.66,0.8,0.69,0.6,0.56,0.56,0.54,0.63,0.62,0.54,0.53,0.64,0.65,0.22,0.67,0.74,0.64,0.43,0.45,0.56,0.54,0.54,0.61,0.59,0.63,0.73,0.73,0.1,0.0,0.58,0.29,0.65,0.28,0.0,0.18,,0.0,0.3,0.02,
51,630,0.79,0.81,0.75,0.74,0.71,0.73,0.71,0.73,0.77,0.74,0.29,0.2,0.77,0.78,0.53,0.78,0.82,0.79,0.71,0.74,0.71,0.59,0.68,0.78,0.83,0.83,0.74,0.78,0.14,0.01,0.49,0.14,0.37,0.25,0.0,0.15,,0.13,0.18,0.03,
51,640,0.45,0.55,0.35,0.41,0.34,0.46,0.36,0.33,0.5,0.4,0.64,0.58,0.46,0.4,0.36,0.32,0.42,0.37,0.29,0.36,0.29,0.2,0.24,0.38,0.46,0.42,0.31,0.45,0.07,0.0,0.47,0.38,0.12,0.37,0.0,0.14,,0.22,0.3,0.01,
51,650,0.76,0.75,0.82,0.75,0.65,0.64,0.61,0.58,0.74,0.72,0.46,0.41,0.7,0.75,0.29,0.71,0.78,0.75,0.55,0.56,0.62,0.55,0.59,0.7,0.71,0.73,0.72,0.73,0.11,0.01,0.51,0.21,0.61,0.24,0.01,0.17,0.12,0.12,0.18,0.04,0.01
51,660,0.78,0.76,0.66,0.6,0.57,0.61,0.57,0.61,0.65,0.65,0.37,0.26,0.72,0.65,0.48,0.75,0.73,0.68,0.68,0.63,0.65,0.54,0.65,0.73,0.77,0.79,0.63,0.71,0.09,0.01,0.37,0.1,0.18,0.46,0.01,0.13,0.13,0.2,0.22,0.04,
51,670,0.67,0.65,0.69,0.65,0.57,0.62,0.55,0.51,0.67,0.61,0.52,0.45,0.6,0.63,0.26,0.61,0.7,0.59,0.45,0.47,0.52,0.46,0.49,0.58,0.62,0.62,0.6,0.63,0.09,0.01,0.62,0.23,0.5,0.38,0.0,0.19,,0.18,0.19,0.03,
51,678,0.85,0.77,0.65,0.57,0.61,0.6,0.61,0.65,0.63,0.66,0.32,0.23,0.74,0.67,0.47,0.83,0.77,0.74,0.73,0.69,0.68,0.57,0.69,0.76,0.78,0.84,0.65,0.74,,0.0,0.14,0.22,0.16,0.17,0.0,0.22,,0.0,0.46,0.04,
51,680,0.6,0.63,0.57,0.54,0.52,0.53,0.49,0.53,0.53,0.53,0.47,0.39,0.6,0.57,0.39,0.59,0.63,0.59,0.5,0.53,0.52,0.44,0.5,0.62,0.65,0.67,0.55,0.59,0.08,0.01,0.45,0.2,0.36,0.35,0.01,0.16,0.02,0.11,0.19,0.02,
51,683,0.72,0.75,0.69,0.64,0.62,0.62,0.63,0.62,0.68,0.64,0.41,0.38,0.68,0.7,0.47,0.7,0.75,0.69,0.64,0.61,0.64,0.57,0.62,0.7,0.73,0.73,0.67,0.72,0.16,0.03,0.65,0.1,0.33,0.13,0.0,0.1,,0.17,0.17,0.06,
51,685,0.85,0.82,0.83,0.77,0.78,0.73,0.75,0.77,0.8,0.75,0.33,0.3,0.79,0.79,0.53,0.81,0.85,0.83,0.73,0.72,0.79,0.75,0.78,0.83,0.85,0.87,0.82,0.83,0.16,0.03,0.64,0.07,0.37,0.16,0.0,0.1,,0.13,0.3,0.08,
51,690,0.78,0.72,0.79,0.73,0.67,0.65,0.63,0.63,0.68,0.67,0.49,0.41,0.71,0.67,0.32,0.7,0.8,0.69,0.55,0.59,0.62,0.59,0.62,0.67,0.68,0.72,0.78,0.76,0.09,0.0,0.56,0.31,0.53,0.42,0.0,0.18,,0.16,0.2,0.02,
51,700,0.74,0.74,0.82,0.79,0.7,0.67,0.66,0.64,0.72,0.7,0.43,0.37,0.67,0.71,0.36,0.71,0.81,0.76,0.64,0.63,0.65,0.56,0.61,0.69,0.77,0.78,0.71,0.79,0.11,0.02,0.56,0.17,0.53,0.27,0.02,0.15,0.11,0.12,0.18,0.04,0.02
51,710,0.81,0.76,0.83,0.77,0.71,0.72,0.73,0.73,0.75,0.67,0.34,0.3,0.71,0.71,0.39,0.76,0.78,0.75,0.7,0.68,0.71,0.66,0.7,0.78,0.81,0.85,0.76,0.77,0.1,0.03,0.47,0.13,0.55,0.33,0.02,0.15,0.12,0.12,0.17,0.06,0.03
51,720,0.35,0.39,0.26,0.22,0.21,0.23,0.24,0.19,0.32,0.29,0.77,0.81,0.42,0.36,0.33,0.26,0.23,0.28,0.17,0.23,0.19,0.11,0.14,0.29,0.33,0.33,0.21,0.44,0.06,0.0,0.52,0.26,0.1,0.47,0.0,0.16,0.06,0.16,0.35,0.01,
51,730,0.82,0.76,0.96,0.89,0.77,0.76,0.67,0.68,0.76,0.73,0.38,0.32,0.67,0.68,0.16,0.76,0.89,0.77,0.58,0.56,0.7,0.72,0.7,0.73,0.71,0.74,0.9,0.78,0.09,0.0,0.49,0.25,0.86,0.5,0.0,0.26,,0.21,0.22,0.02,
51,735,0.27,0.37,0.18,0.15,0.17,0.22,0.22,0.18,0.3,0.29,0.79,0.79,0.42,0.4,0.47,0.28,0.17,0.26,0.18,0.27,0.2,0.06,0.14,0.29,0.37,0.34,0.18,0.43,0.17,0.0,0.53,0.29,0.06,0.05,0.0,0.09,0.18,0.09,0.24,0.01,
51,740,0.78,0.73,0.83,0.78,0.67,0.66,0.66,0.62,0.73,0.71,0.45,0.39,0.67,0.71,0.27,0.72,0.81,0.68,0.54,0.55,0.61,0.57,0.59,0.69,0.71,0.73,0.73,0.74,0.1,0.01,0.56,0.2,0.62,0.3,0.01,0.17,0.0,0.17,0.19,0.04,0.01
51,750,0.66,0.62,0.51,0.42,0.42,0.43,0.42,0.44,0.47,0.5,0.47,0.44,0.56,0.52,0.37,0.59,0.55,0.54,0.52,0.47,0.47,0.37,0.46,0.57,0.62,0.64,0.44,0.62,0.08,0.01,0.23,0.1,0.16,0.58,0.0,0.16,,0.41,0.25,0.02,
51,760,0.84,0.84,0.87,0.85,0.84,0.8,0.8,0.81,0.83,0.8,0.26,0.17,0.8,0.78,0.44,0.81,0.91,0.87,0.73,0.81,0.77,0.7,0.74,0.82,0.86,0.86,0.85,0.83,0.16,0.03,0.42,0.17,0.58,0.44,0.02,0.14,0.07,0.08,0.18,0.05,0.03
51,770,0.71,0.73,0.7,0.68,0.59,0.62,0.58,0.58,0.69,0.69,0.39,0.38,0.72,0.7,0.42,0.65,0.75,0.7,0.51,0.54,0.59,0.45,0.53,0.63,0.67,0.67,0.63,0.72,0.11,0.01,0.52,0.23,0.39,0.38,0.01,0.12,0.13,0.08,0.18,0.03,0.01
51,775,0.49,0.57,0.38,0.41,0.4,0.45,0.42,0.39,0.52,0.48,0.58,0.5,0.55,0.53,0.46,0.42,0.46,0.47,0.37,0.46,0.35,0.21,0.29,0.46,0.54,0.52,0.34,0.53,0.14,0.01,0.45,0.29,0.12,0.11,0.0,0.11,,0.21,0.21,0.02,
51,790,0.61,0.66,0.52,0.54,0.54,0.54,0.56,0.52,0.64,0.6,0.56,0.46,0.66,0.67,0.48,0.55,0.6,0.6,0.49,0.49,0.49,0.33,0.41,0.55,0.63,0.61,0.49,0.64,0.11,0.01,0.43,0.33,0.17,0.21,0.0,0.11,,0.08,0.23,0.02,
51,800,0.64,0.65,0.63,0.58,0.47,0.5,0.51,0.42,0.67,0.61,0.52,0.49,0.63,0.67,0.31,0.61,0.71,0.58,0.46,0.56,0.49,0.4,0.45,0.57,0.6,0.58,0.6,0.67,0.14,0.01,0.6,0.19,0.5,0.18,0.01,0.12,0.05,0.13,0.19,0.0,0.01
51,810,0.55,0.58,0.55,0.51,0.47,0.47,0.5,0.42,0.56,0.52,0.54,0.54,0.69,0.54,0.45,0.56,0.6,0.55,0.46,0.48,0.42,0.35,0.41,0.53,0.54,0.54,0.51,0.58,0.17,0.03,0.54,0.18,0.34,0.11,0.04,0.11,0.1,0.12,0.18,0.03,0.04
51,820,0.56,0.59,0.49,0.45,0.46,0.47,0.47,0.44,0.56,0.51,0.63,0.57,0.59,0.55,0.42,0.48,0.53,0.49,0.4,0.43,0.4,0.28,0.35,0.49,0.55,0.55,0.42,0.57,0.11,0.01,0.55,0.3,0.19,0.3,0.0,0.12,,0.2,0.23,0.02,
51,830,0.82,0.79,0.74,0.69,0.69,0.69,0.68,0.74,0.7,0.71,0.3,0.16,0.79,0.72,0.56,0.85,0.84,0.79,0.77,0.75,0.74,0.65,0.77,0.82,0.86,0.9,0.75,0.8,0.2,0.01,0.23,0.22,0.27,0.26,0.0,0.17,,0.13,0.27,0.02,
51,840,0.68,0.77,0.61,0.62,0.59,0.67,0.59,0.62,0.7,0.66,0.39,0.26,0.69,0.64,0.6,0.67,0.71,0.67,0.62,0.65,0.6,0.48,0.6,0.69,0.74,0.73,0.63,0.69,0.14,0.01,0.54,0.23,0.21,0.2,0.0,0.11,0.04,0.13,0.22,0.04,
53,001,0.48,0.57,0.42,0.31,0.42,0.49,0.41,0.46,0.35,0.37,0.45,0.4,0.4,0.31,0.53,0.58,0.53,0.49,0.46,0.42,0.51,0.53,0.6,0.6,0.6,0.61,0.53,0.54,0.1,0.0,0.87,0.14,0.31,0.42,0.0,0.27,0.1,0.22,0.21,0.0,0.0
53,003,0.43,0.5,0.26,0.17,0.33,0.32,0.4,0.35,0.37,0.36,0.58,0.56,0.47,0.45,0.58,0.46,0.4,0.41,0.28,0.4,0.31,0.18,0.3,0.4,0.44,0.44,0.34,0.53,0.12,0.0,0.49,0.35,0.07,0.22,0.0,0.18,0.11,0.14,0.19,0.0,0.0
53,005,0.42,0.53,0.32,0.24,0.44,0.37,0.43,0.42,0.36,0.37,0.56,0.52,0.47,0.41,0.58,0.5,0.45,0.43,0.33,0.34,0.32,0.23,0.36,0.47,0.52,0.48,0.41,0.52,0.12,0.01,0.65,0.2,0.2,0.22,0.02,0.24,0.07,0.24,0.16,0.0,0.02
53,007,0.5,0.63,0.38,0.31,0.41,0.49,0.54,0.48,0.5,0.5,0.44,0.34,0.5,0.53,0.64,0.6,0.52,0.5,0.44,0.5,0.46,0.35,0.48,0.57,0.62,0.6,0.46,0.58,0.16,0.01,0.58,0.28,0.11,0.21,0.01,0.23,0.11,0.18,0.19,0.0,0.01
53,009,0.57,0.66,0.43,0.38,0.5,0.47,0.54,0.54,0.55,0.55,0.44,0.38,0.65,0.64,0.67,0.61,0.61,0.63,0.47,0.62,0.5,0.33,0.45,0.57,0.65,0.62,0.53,0.63,0.12,0.0,0.4,0.47,0.12,0.29,0.01,0.32,0.12,0.19,0.14,0.0,0.01
53,011,0.58,0.68,0.46,0.35,0.48,0.49,0.57,0.52,0.56,0.56,0.35,0.32,0.59,0.64,0.65,0.63,0.61,0.57,0.48,0.51,0.56,0.36,0.46,0.59,0.68,0.67,0.51,0.66,0.15,0.03,0.6,0.21,0.16,0.16,0.05,0.22,0.12,0.16,0.17,0.01,0.04
53,013,0.44,0.58,0.26,0.22,0.42,0.45,0.49,0.5,0.4,0.39,0.47,0.34,0.54,0.43,0.79,0.54,0.5,0.52,0.4,0.54,0.41,0.34,0.5,0.55,0.59,0.6,0.44,0.56,0.14,0.0,0.43,0.46,0.1,0.24,0.0,0.26,0.16,0.28,0.16,0.0,0.0
53,015,0.51,0.58,0.37,0.31,0.48,0.47,0.51,0.44,0.51,0.45,0.53,0.44,0.52,0.54,0.58,0.54,0.56,0.53,0.38,0.49,0.42,0.3,0.41,0.52,0.57,0.56,0.43,0.58,0.11,0.01,0.55,0.29,0.1,0.29,0.01,0.28,0.15,0.21,0.17,0.0,0.01
53,017,0.4,0.57,0.3,0.21,0.33,0.37,0.45,0.35,0.39,0.36,0.53,0.47,0.41,0.45,0.54,0.48,0.44,0.47,0.33,0.37,0.35,0.27,0.37,0.45,0.5,0.49,0.39,0.52,0.1,0.0,0.64,0.25,0.3,0.23,0.0,0.26,0.08,0.19,0.19,0.0,0.0
53,019,0.51,0.64,0.33,0.31,0.48,0.54,0.53,0.52,0.5,0.47,0.4,0.25,0.54,0.5,0.71,0.59,0.56,0.55,0.46,0.58,0.46,0.37,0.52,0.59,0.65,0.63,0.47,0.56,0.08,0.0,0.42,0.38,0.25,0.38,0.0,0.57,0.08,0.2,0.25,0.0,0.0
53,021,0.45,0.56,0.46,0.31,0.29,0.4,0.35,0.37,0.34,0.39,0.48,0.49,0.35,0.39,0.48,0.58,0.42,0.37,0.41,0.37,0.43,0.44,0.5,0.53,0.53,0.54,0.46,0.54,0.08,0.0,0.82,0.09,0.3,0.27,0.01,0.31,0.08,0.22,0.17,0.0,0.01
53,023,0.28,0.41,0.15,0.06,0.22,0.24,0.32,0.27,0.27,0.27,0.67,0.61,0.39,0.36,0.64,0.38,0.29,0.31,0.17,0.33,0.2,0.12,0.24,0.34,0.39,0.38,0.24,0.46,0.11,0.0,0.54,0.39,0.06,0.19,0.0,0.25,0.23,0.36,0.21,0.0,0.0
53,025,0.48,0.56,0.34,0.24,0.36,0.42,0.43,0.45,0.33,0.32,0.5,0.45,0.38,0.36,0.57,0.54,0.52,0.46,0.38,0.42,0.45,0.43,0.51,0.55,0.55,0.57,0.46,0.53,0.09,0.01,0.73,0.18,0.32,0.27,0.01,0.33,0.08,0.22,0.14,0.0,0.01
53,027,0.52,0.61,0.4,0.28,0.45,0.46,0.51,0.47,0.48,0.45,0.47,0.42,0.49,0.5,0.6,0.59,0.53,0.53,0.4,0.45,0.43,0.31,0.43,0.51,0.55,0.54,0.45,0.56,0.09,0.0,0.49,0.31,0.13,0.26,0.01,0.34,0.11,0.17,0.16,0.0,0.0
53,029,0.58,0.73,0.49,0.45,0.6,0.59,0.63,0.65,0.63,0.61,0.33,0.28,0.71,0.7,0.73,0.68,0.67,0.59,0.54,0.61,0.53,0.39,0.54,0.65,0.71,0.7,0.59,0.7,0.16,0.0,0.43,0.38,0.16,0.14,0.01,0.23,0.15,0.16,0.16,0.01,0.01
53,031,0.69,0.74,0.55,0.43,0.61,0.55,0.7,0.67,0.67,0.68,0.36,0.3,0.74,0.76,0.8,0.78,0.72,0.72,0.57,0.66,0.62,0.42,0.6,0.69,0.74,0.74,0.65,0.76,0.15,0.0,0.29,0.58,0.09,0.2,0.0,0.26,0.09,0.14,0.19,0.0,0.0
53,033,0.71,0.85,0.54,0.43,0.68,0.66,0.74,0.76,0.74,0.77,0.23,0.04,0.81,0.82,0.88,0.9,0.86,0.9,0.8,0.9,0.74,0.53,0.79,0.87,0.96,0.91,0.77,0.88,0.31,0.39,0.49,0.17,0.35,0.16,0.22,0.11,0.06,0.13,0.16,0.01,0.28
53,035,0.61,0.69,0.52,0.41,0.51,0.56,0.68,0.66,0.59,0.57,0.36,0.25,0.6,0.66,0.78,0.75,0.72,0.64,0.54,0.64,0.59,0.45,0.61,0.68,0.71,0.73,0.63,0.71,0.16,0.02,0.49,0.25,0.19,0.15,0.03,0.21,0.09,0.13,0.14,0.01,0.02
53,037,0.51,0.61,0.35,0.27,0.41,0.47,0.49,0.49,0.44,0.47,0.41,0.31,0.55,0.52,0.64,0.61,0.52,0.55,0.46,0.56,0.45,0.33,0.48,0.57,0.64,0.63,0.45,0.59,0.1,0.0,0.41,0.22,0.11,0.33,0.0,0.26,0.13,0.22,0.16,0.0,0.0
53,039,0.51,0.57,0.38,0.28,0.46,0.47,0.54,0.5,0.45,0.45,0.48,0.4,0.52,0.5,0.66,0.62,0.56,0.53,0.43,0.48,0.47,0.37,0.52,0.57,0.6,0.62,0.49,0.58,0.13,0.0,0.47,0.36,0.09,0.25,0.0,0.27,0.11,0.21,0.19,0.0,0.0
53,041,0.4,0.41,0.25,0.15,0.28,0.35,0.38,0.31,0.34,0.32,0.64,0.49,0.4,0.43,0.48,0.51,0.46,0.38,0.23,0.35,0.31,0.24,0.36,0.43,0.49,0.46,0.29,0.43,0.11,0.0,0.52,0.32,0.09,0.27,0.01,0.3,0.11,0.17,0.18,0.0,0.01
53,043,0.36,0.48,0.19,0.13,0.32,0.36,0.4,0.38,0.32,0.31,0.57,0.46,0.46,0.37,0.69,0.46,0.39,0.41,0.29,0.43,0.31,0.23,0.38,0.45,0.49,0.49,0.34,0.49,0.12,0.0,0.51,0.42,0.06,0.23,0.0,0.23,0.14,0.15,0.2,0.0,0.0
53,045,0.56,0.68,0.38,0.32,0.38,0.49,0.45,0.45,0.59,0.56,0.46,0.3,0.53,0.63,0.67,0.6,0.62,0.5,0.42,0.53,0.46,0.31,0.45,0.55,0.61,0.57,0.46,0.57,0.1,0.0,0.45,0.36,0.16,0.27,0.01,0.3,0.09,0.18,0.18,0.0,0.0
53,047,0.49,0.57,0.37,0.29,0.44,0.45,0.48,0.45,0.43,0.45,0.47,0.43,0.5,0.46,0.58,0.55,0.5,0.51,0.41,0.46,0.42,0.33,0.45,0.53,0.57,0.57,0.45,0.56,0.1,0.0,0.55,0.33,0.27,0.39,0.0,0.33,0.09,0.23,0.2,0.0,0.0
53,049,0.54,0.63,0.37,0.29,0.42,0.47,0.48,0.46,0.52,0.52,0.48,0.38,0.58,0.56,0.65,0.59,0.57,0.51,0.41,0.5,0.43,0.31,0.44,0.53,0.59,0.57,0.46,0.59,0.1,0.0,0.39,0.49,0.1,0.33,0.0,0.33,0.2,0.09,0.16,0.0,0.0
53,051,0.44,0.58,0.27,0.24,0.41,0.48,0.48,0.46,0.46,0.42,0.48,0.34,0.51,0.47,0.71,0.52,0.5,0.49,0.38,0.52,0.39,0.27,0.43,0.51,0.58,0.56,0.39,0.52,0.1,0.0,0.46,0.41,0.1,0.29,0.0,0.39,0.11,0.14,0.16,0.0,0.0
53,053,0.63,0.71,0.5,0.39,0.52,0.53,0.47,0.52,0.55,0.52,0.3,0.34,0.46,0.61,0.61,0.67,0.54,0.6,0.47,0.48,0.48,0.37,0.53,0.63,0.66,0.65,0.57,0.61,0.14,0.06,0.57,0.18,0.27,0.2,0.09,0.24,0.08,0.17,0.18,0.01,0.07
53,055,0.72,0.84,0.59,0.5,0.72,0.69,0.78,0.78,0.77,0.76,0.25,0.13,0.83,0.85,0.97,0.85,0.82,0.81,0.71,0.82,0.71,0.52,0.72,0.8,0.84,0.83,0.75,0.83,0.25,0.0,0.3,0.53,0.07,0.17,0.0,0.16,0.08,0.17,0.16,0.0,0.0
53,057,0.59,0.65,0.44,0.35,0.56,0.55,0.6,0.57,0.56,0.54,0.46,0.37,0.6,0.64,0.64,0.65,0.64,0.65,0.52,0.56,0.54,0.36,0.5,0.61,0.66,0.65,0.51,0.65,0.15,0.01,0.53,0.31,0.18,0.24,0.01,0.25,0.1,0.15,0.16,0.0,0.01
53,059,0.5,0.59,0.36,0.26,0.42,0.44,0.53,0.5,0.48,0.47,0.5,0.4,0.54,0.53,0.7,0.59,0.55,0.52,0.4,0.51,0.43,0.33,0.47,0.55,0.59,0.6,0.46,0.61,0.12,0.0,0.46,0.29,0.07,0.22,0.0,0.26,0.09,0.23,0.14,0.0,0.0
53,061,0.71,0.74,0.56,0.56,0.57,0.65,0.69,0.67,0.73,0.71,0.35,0.24,0.78,0.81,0.7,0.74,0.69,0.75,0.7,0.73,0.63,0.45,0.62,0.7,0.8,0.77,0.64,0.72,0.16,0.05,0.55,0.17,0.24,0.13,0.08,0.12,0.08,0.16,0.16,0.0,0.06
53,063,0.45,0.61,0.36,0.22,0.35,0.36,0.46,0.44,0.5,0.53,0.42,0.37,0.5,0.44,0.66,0.59,0.41,0.53,0.32,0.58,0.37,0.3,0.42,0.54,0.63,0.63,0.43,0.55,0.12,0.03,0.53,0.22,0.12,0.25,0.05,0.24,0.08,0.15,0.18,0.0,0.05
53,065,0.4,0.52,0.23,0.18,0.34,0.37,0.42,0.35,0.41,0.39,0.54,0.47,0.45,0.45,0.61,0.45,0.41,0.41,0.32,0.4,0.31,0.23,0.33,0.43,0.52,0.51,0.35,0.49,0.09,0.0,0.52,0.35,0.12,0.27,0.0,0.34,0.14,0.18,0.19,0.0,0.0
53,067,0.62,0.67,0.56,0.46,0.55,0.57,0.61,0.6,0.66,0.68,0.3,0.26,0.61,0.65,0.67,0.72,0.63,0.62,0.48,0.66,0.6,0.36,0.53,0.66,0.7,0.67,0.53,0.66,0.14,0.02,0.52,0.24,0.19,0.18,0.03,0.22,0.1,0.17,0.17,0.01,0.02
53,069,0.47,0.54,0.3,0.2,0.37,0.38,0.45,0.41,0.41,0.39,0.56,0.49,0.52,0.48,0.64,0.53,0.47,0.46,0.32,0.43,0.36,0.27,0.39,0.47,0.51,0.52,0.39,0.55,0.1,0.0,0.39,0.56,0.08,0.23,0.0,0.32,0.27,0.29,0.27,0.0,0.0
53,071,0.55,0.67,0.43,0.37,0.57,0.55,0.6,0.58,0.53,0.5,0.37,0.28,0.61,0.57,0.72,0.64,0.63,0.65,0.52,0.62,0.54,0.42,0.58,0.63,0.7,0.7,0.54,0.64,0.12,0.0,0.51,0.26,0.16,0.22,0.01,0.23,0.1,0.29,0.24,0.0,0.01
53,073,0.71,0.75,0.51,0.42,0.61,0.51,0.71,0.68,0.65,0.68,0.35,0.24,0.66,0.75,0.69,0.74,0.71,0.77,0.63,0.65,0.63,0.46,0.62,0.72,0.77,0.78,0.63,0.77,0.13,0.02,0.47,0.24,0.17,0.25,0.02,0.23,0.1,0.17,0.16,0.0,0.02
53,075,0.66,0.69,0.46,0.37,0.51,0.54,0.57,0.64,0.5,0.56,0.26,0.12,0.65,0.62,0.69,0.77,0.71,0.7,0.63,0.71,0.59,0.5,0.66,0.73,0.76,0.79,0.56,0.68,0.1,0.0,0.34,0.12,0.18,0.43,0.0,0.19,0.17,0.27,0.2,0.0,0.0
53,077,0.57,0.66,0.46,0.36,0.5,0.51,0.5,0.47,0.49,0.48,0.38,0.37,0.43,0.49,0.53,0.62,0.62,0.52,0.51,0.51,0.54,0.51,0.56,0.63,0.66,0.65,0.55,0.57,0.11,0.01,0.73,0.18,0.23,0.33,0.02,0.34,0.1,0.19,0.22,0.0,0.02
54,001,0.38,0.48,0.23,0.29,0.31,0.42,0.3,0.29,0.43,0.33,0.63,0.42,0.46,0.42,0.42,0.3,0.36,0.35,0.28,0.38,0.25,0.15,0.2,0.3,0.36,0.31,0.24,0.4,0.06,0.0,0.47,0.29,0.04,0.39,0.0,0.28,0.14,0.08,0.12,0.0,0.0
54,003,0.42,0.46,0.35,0.33,0.34,0.38,0.38,0.29,0.41,0.35,0.6,0.52,0.44,0.47,0.42,0.36,0.4,0.4,0.25,0.36,0.32,0.19,0.22,0.33,0.35,0.33,0.29,0.46,0.1,0.0,0.57,0.2,0.13,0.21,0.01,0.15,0.09,0.17,0.21,0.0,0.01
54,005,0.35,0.36,0.2,0.19,0.19,0.27,0.22,0.16,0.32,0.21,0.79,0.67,0.36,0.34,0.31,0.24,0.23,0.22,0.13,0.2,0.15,0.09,0.11,0.19,0.21,0.19,0.18,0.36,0.06,0.0,0.52,0.27,0.02,0.44,0.0,0.26,0.03,0.21,0.17,0.0,0.0
54,007,0.44,0.44,0.26,0.24,0.28,0.32,0.3,0.26,0.38,0.27,0.73,0.6,0.46,0.4,0.4,0.33,0.33,0.32,0.23,0.28,0.24,0.17,0.22,0.27,0.29,0.29,0.28,0.44,0.06,0.0,0.47,0.33,0.02,0.39,0.0,0.36,0.15,0.27,0.13,0.0,0.0
54,009,0.27,0.21,0.28,0.28,0.23,0.44,0.42,0.25,0.39,0.25,0.81,0.53,0.38,0.5,0.21,0.44,0.39,0.23,0.16,0.19,0.23,0.09,0.2,0.28,0.37,0.27,0.14,0.22,0.1,0.0,0.42,0.36,0.04,0.2,0.0,0.24,,0.18,0.19,0.0,0.0
54,011,0.47,0.52,0.34,0.37,0.33,0.39,0.35,0.38,0.45,0.41,0.57,0.44,0.57,0.56,0.45,0.41,0.4,0.5,0.33,0.45,0.34,0.19,0.26,0.37,0.42,0.4,0.33,0.54,0.1,0.01,0.47,0.27,0.09,0.4,0.01,0.19,0.15,0.16,0.18,0.0,0.01
54,013,0.34,0.37,0.18,0.16,0.19,0.24,0.2,0.16,0.28,0.19,0.78,0.68,0.37,0.3,0.37,0.21,0.2,0.23,0.14,0.22,0.15,0.1,0.12,0.19,0.2,0.19,0.19,0.38,0.05,0.0,0.45,0.37,0.02,0.29,0.0,0.66,,0.21,0.26,0.0,0.0
54,015,0.41,0.43,0.22,0.22,0.25,0.33,0.26,0.24,0.33,0.23,0.72,0.56,0.39,0.32,0.4,0.29,0.31,0.29,0.21,0.28,0.23,0.18,0.22,0.26,0.27,0.27,0.27,0.41,0.05,0.0,0.54,0.3,0.02,0.46,0.0,0.42,0.05,0.28,0.15,0.0,0.0
54,017,0.29,0.37,0.13,0.16,0.18,0.25,0.18,0.15,0.27,0.19,0.75,0.62,0.34,0.28,0.38,0.18,0.17,0.23,0.14,0.25,0.12,0.06,0.09,0.19,0.21,0.18,0.14,0.34,0.04,0.0,0.4,0.31,0.04,0.23,0.0,0.2,,0.08,0.25,0.0,0.0
54,019,0.43,0.46,0.28,0.28,0.32,0.33,0.33,0.28,0.42,0.3,0.7,0.6,0.49,0.43,0.38,0.33,0.38,0.32,0.23,0.25,0.27,0.19,0.21,0.29,0.31,0.3,0.3,0.45,0.07,0.0,0.49,0.3,0.07,0.34,0.0,0.27,0.15,0.21,0.15,0.0,0.0
